Sentence #,Standard_Bangla
2150,আমার ছোট ভাইয়ের বিদ্যালয়ে গিয়ে পড়ালেখা করতে ভাল লাগে না
2151,আমি একদিন বিদ্যালয়ের মাঠে মাথা ঘুরিয়ে পরে গিয়েছিলাম
2152,আপনি কি আমাকে কোনদিনও ভালবাসবেন না
2153,আমার বন্ধু আজকে সকালে ফুটবল খেলেছে
2154,তুমি আমার মনের কথা একদমই বুঝো না
2155,আমার আম্মু অনেক ভালো রান্না করে
2156,আমার বন্ধু এখন ঘুমাতে যাবে
2157,আমার ছোট বোন নাচতে পারে
2158,আমার বন্ধু এইবার ছুটিতে রাজশাহী ঘুরতে যাবে
2159,আমার বন্ধু যাকে ভালবাসে সে রাজশাহী থাকে
2160,মেয়েটি রাজশাহী থেকে আমার বড় ভাইয়ের সাথে দেখা করতে এসেছিল
2161,মেয়েটি এখন সিলেট যাবে
2162,আমার বড় ভাই এখন তাঁর বন্ধুদের সাথে সিগারেট খায় না
2163,আপনি কি আমাকে আগে কোনদিন দেখেছেন
2164,আপনি কি আমাকে চিনতে পেরেছেন
2165,ছেলেটি আমাকে চিনতে পারল না
2166,মেয়েটি তোমাকে চিনতে পারল না
2167,আমার এখন পড়ালেখা করা উচিত
2168,অনেক রাত হয়েছে এখন আমার ছোট বোন ঘুমাতে যাবে
2169,আমাকে পরিক্ষার আগে সব কিছু নিয়ে পড়ালেখা করতে হবে
2170,আমার ছোট ভাই বিদ্যালয়ে গিয়ে বন্ধুদের সাথে গল্প করে
2171,আমার বন্ধু বিদ্যালয়ের মাঠে প্রতিদিন ক্রিকেট খেলে
2172,একটি ছোট শিশু ফুটপাতে লাফাচ্ছে
2173,আমার বান্ধুবি তার স্বামীকে খুব ভালবাসে
2174,আমার স্ত্রী আমাকে ভালোবাসে না
2175,স্কুল জীবন থেকে আমার ভাইয়ের সাথে তোমার বোনের প্রেম ছিলো
2176,আমার গতকাল প্রচণ্ড মাথা ব্যথা করছিলো
2177,আমি তোমার কোন কথা কিছুই বুঝতে পারলাম না
2178,তোমার হাশির কাছে আমার সব কিছু হার মেনে যায়
2179,তোমার চোখ দুটো অনেক সুন্দর
2180,তোমার সাথে অনেক দিন পর দেখা
2181,ছেলেটি বিদেশে গিয়ে পড়ালেখা করার স্বপ্ন দেখে
2182,তোমার সাথে কথা বলে আমার অনেক ভালো লাগলো
